id seccion,nombre seccion,id circuito,nombre circuito,escuela,mesas,desde,hasta,electores,31
3,COLON,29A,TINOCO,ESC.PROV.B.RIVADAVIA - PUBLICA,1,3573,3573,283,
9,MARCOS JUAREZ,122,BARGE,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,4943,4943,283,
2,CALAMUCHITA,21,LAS BAJADAS,ESC. DR. JUAN M. ALBARENQUE - PUBLICA,1,3335,3335,278,
11,POCHO,146B,SAN JERONIMO,ESC.PROV. E.ECHEVERRIA - SAN JERONIMO,1,5210,5210,274,
3,COLON,33A,COLONIA VICENTE AGÜERO,ESC PROV VICENTE AGUERO - LOTE XVII S/N,1,3698,3698,269,
14,RIO PRIMERO,212B,EL CRISPIN,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,6410,6410,268,
5,GENERAL ROCA,58,BRUZONE,ESC.PROV. J.J. PASO - MARIANO MORENO,1,4230,4230,262,
23,TERCERO ARRIBA,347A,LAS ISLETILLAS,ESC PROV GABRIELA MISTRAL - LAS ISLETILLAS,1,8128,8128,260,
14,RIO PRIMERO,207,LAS SALADAS,ESC DALMIRA MURO(EX DEL CHACO) - LAS SALADAS,1,6375,6375,258,
11,POCHO,145A,LAS PALMAS,ESCUELA N°157 - LAS PALMAS,1,5202,5202,257,
5,GENERAL ROCA,68,PINCEN,ESC. ING.A.EBELOT - FELIPA ROSALES,1,4293,4293,255,
2,CALAMUCHITA,15,AMBOY,ESC PROV D VELEZ SARFIELD - AYLLU,1,3255,3255,253,
18,SAN ALBERTO,264A,LOS ESPINILLOS,ESC TOMAS DE IRIARTE - LOS ESPINILLOS,1,6958,6958,253,
13,RIO CUARTO,160A,LA CAROLINA,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,5712,5712,251,
24,TOTORAL,354,SANTA CATALINA,ESC PROV GREGORIA MATORRAS - PUBLICA S/N,1,8285,8285,251,
25,TULUMBA,360A,EL RODEO,ESC PROV MIGUEL DE GUEMES - EL RODEO,1,8324,8324,243,
14,RIO PRIMERO,199,CHALACEA,ESCUELA N°315 - CHALACEA,1,6348,6348,239,
26,UNION,377,BREMEN,ESC PROV ALMAFUERTE - PUBLICA S/N,1,8480,8480,239,
10,MINAS,139B,LA PLAYA,ESC PROV GRAJ J DE SAN MARTIN - PUBLICA S/N,1,5182,5182,238,
20,SAN JUSTO,311,SAN PEDRO,ESC PROV 9 DE JULIO - COLONIA SAN PEDRO,1,7667,7667,238,
12,PUNILLA,156E,TALA HUASI,EDIFICIO COMUNAL - TALA HUASI,1,5627,5627,232,
14,RIO PRIMERO,215A,LA QUINTA,ESC PROV JUAN JOSE PASO - PUBLICA S/N,1,6425,6425,229,
23,TERCERO ARRIBA,347,PUNTA DEL AGUA,ESC.PROV.S.A.GUTIERREZ - PUBLICA,1,8127,8127,226,
26,UNION,401,SANTA MARIA,ESC PROV PAULA ALBARRACIN - PUBLICA S/N,1,8644,8644,226,
14,RIO PRIMERO,196,CAÑADA DE MACHADO,ESC.PROV.M.MORENO - CALLE 12,1,6342,6342,219,
4,CRUZ DEL EJE,43B,CRUZ DE CAÑA,ESC PROV JUAN B ALBERDI - PUBLICA S/N,2,4076,4077,218,
1,CAPITAL,6B,CHACRA DE LA MERCED,ESC VAN GELDEREN - CNO CHACRA DE LA MERCED KM 6 1/2,1,581,581,216,
2,CALAMUCHITA,18B,CALERAS DE CALAMUCHITA,ESCUELA PROVINCIAL - CALERAS DE CALAMUCHITA,1,3290,3290,210,
4,CRUZ DEL EJE,55A,LA BATEA,ESC.PROV.DEAN G.FUNES - LA BATEA,1,4202,4202,207,
13,RIO CUARTO,180,LAS PEÑAS,ESC.PROV.J.M.PAZ - AVDA. 22 DE OCTUBRE,1,5940,5940,206,
15,RIO SECO,229A,EUFRASIO LOZA,ESC PROV LEOPOLDO LUGONES - SANTIAGO DEL ESTERO S/N,1,6521,6521,205,
15,RIO SECO,227C,CHAÑAR VIEJO,ESC PROV G MARTINEZ PIZARRO - PUBLICA S/N,1,6495,6495,204,
26,UNION,372A,ANA ZUMARAN,ESC PROV JUAN P ESNAOLA - ANA ZUMARAN,1,8371,8371,202,
21,SANTA MARIA,329,SAN CLEMENTE,ESC.PROV.J.B.CABRAL - PUBLICA,1,7947,7947,201,
16,RIO SEGUNDO,237B,PUEBLO LUDUEÑA,ESC PROV JERONIMO L DE CABRERA - PUBLICA S/N-IMPIRA,1,6592,6592,197,
20,SAN JUSTO,288A,VILLA SAN ESTEBAN,ESCUELA PROV. ANTONIO SOBRAL - PUBLICA,1,7295,7295,194,
10,MINAS,140,LA ARGENTINA,ESC PROV GREGORIA PEREZ - PUBLICA S/N,1,5183,5183,192,
20,SAN JUSTO,281,BEIRO,ESCUELA N°349 (ESC JUAN BEIRO) - BEIRO,1,7236,7236,192,
10,MINAS,138D,TOSNO,ESC.PROV.MONS.R. LEAL - PUBLICA,1,5179,5179,189,
20,SAN JUSTO,283A,COLONIA PICHANAS,ESC CONGRESO DE TUCUMAN - COLONIA PICHANAS,1,7269,7269,182,
20,SAN JUSTO,286,DIEZ DE JULIO,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,7287,7287,182,
4,CRUZ DEL EJE,43A,LAS CAÑADAS,ESC.PROV. CANTERAS IGUAZU - LAS CAÑADAS,1,4075,4075,179,
13,RIO CUARTO,181,LOS CUATRO VIENTOS,ESC ANTONIO SOBRAL - PUBLICA S/N,1,5941,5941,175,
14,RIO PRIMERO,219,SAGRADA FAMILIA,ESC.JORGE NEWBERY - PUBLICA,1,6449,6449,175,
21,SANTA MARIA,316B,LA PAISANITA,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,7824,7824,173,
20,SAN JUSTO,294A,COLONIA VALTELINA,ESC PROV NICOLAS AVELLANEDA - SARMIENTO S/N,1,7340,7340,171,
2,CALAMUCHITA,18D,VILLA QUILLINZO,ESC.PROV.PADRE FELIX ENRIQUE - VILLA QUILLINZO,1,3292,3292,169,
2,CALAMUCHITA,26A,SEGUNDA USINA,ESCUELA N° 481 - SEGUNDA USINA,1,3413,3413,167,
21,SANTA MARIA,316C,LA RANCHERITA,LOCAL COMUNAL - LA RANCHERITA,1,7825,7825,167,
2,CALAMUCHITA,16,ATHOS PAMPA,ESC PROV. M.BELGRANO - PUBLICA S/N,1,3258,3258,165,
14,RIO PRIMERO,195,ATAHONA,ESC.PROV.J.DE SAN MARTIN - PUBLICA S/N,1,6341,6341,165,
14,RIO PRIMERO,209,MAQUINISTA GALLINI,ESC.PROV.J.M.PAZ - PUBLICA,1,6377,6377,164,
13,RIO CUARTO,171,ESPINILLO,ESC PROV JOSE DE SAN MARTIN - RUTA NACIONAL 36 KM 614 S/N,1,5884,5884,163,
10,MINAS,141A,EL CHACHO,ESC PROV ANGEL V PEÑALOZA - PUBLICA S/N,1,5186,5186,161,
2,CALAMUCHITA,18A,LUTTI,ESC. PROV. L. LUGONES - PUBLICA,1,3289,3289,157,
2,CALAMUCHITA,26B,SAN IGNACIO,ESC.PROV.DEAN FUNES - SAN IGNACIO,1,3414,3414,153,
25,TULUMBA,360,CHURQUI CAÑADA,ESC PROV MARIANO MORENO - PUBLICA S/N,1,8323,8323,151,
18,SAN ALBERTO,266A,SAN RAFAEL,ESC MARCELO T DE ALVEAR - SAN RAFAEL,1,6996,6996,150,
24,TOTORAL,352A,LOS MISTOLES,ESC PROV PEDRO N ARIAS - PUBLICA S/N,1,8283,8283,149,
4,CRUZ DEL EJE,52,PICHANAS,ESC.PROV.J.V.GONZALEZ - PUBLICA,1,4181,4181,147,
17,ROQUE SAENZ PEÑA,256,SAN JOAQUIN,ESC.PROV.GRAL SAN MARTIN - SAN JOAQUIN,1,6872,6872,146,
25,TULUMBA,360B,LA TOMA,ESCUELA ESTEBAN ECHEVERRIA - LA TOMA,1,8325,8325,146,
10,MINAS,142A,TALAINI,ESC.PROV.J.J.CASTELLI. - PUBLICA,1,5194,5194,145,
20,SAN JUSTO,287,DOS HERMANOS,ESC PROV L DE LA TORRE - PUBLICA S/N,1,7288,7288,144,
14,RIO PRIMERO,201A,LAS GRAMILLAS,ESC MAEST F BELLORA DE DAVILA - LAS GRAMILLAS,1,6352,6352,142,
18,SAN ALBERTO,263A,PAMPA DE ACHALA,ESCUELA 20 DE JUNIO - PUBLICA S/N,1,6946,6946,142,
9,MARCOS JUAREZ,128A,SALADILLO,ESC.PROV.PAULA ALBARRACIN - AV 24 DE SEPTIEMBRE,1,5022,5022,141,
11,POCHO,146C,LOS TALARES,ESC ROQUE SAENZ PEÑA - LOS TALARES,1,5211,5211,140,
17,ROQUE SAENZ PEÑA,251,LEGUIZAMON,ESC N°78-PINTOR JUAN M BLANES - LEGUIZAMON,1,6849,6849,139,
13,RIO CUARTO,178B,VILLA EL CHACAY,ESC.ALBERGUE J.HERNANDEZ - PUBLICA,1,5918,5918,137,
20,SAN JUSTO,302,MAUNIER,ESC PROV GRAL SAN MARTIN - PUBLICA S/N,1,7414,7414,134,
2,CALAMUCHITA,25A,CALMAYO,ESC.PROV.M.GUEMES - PUBLICA,1,3374,3374,132,
7,ISCHILIN,91B,LOS POZOS,ESC LIB GRAL SAN MARTIN - PUBLICA S/N,1,4661,4661,131,
14,RIO PRIMERO,212,MONTE DEL ROSARIO,ESC.PROV.J.M.PAZ - PUBLICA,1,6409,6409,131,
1,CAPITAL,13B,EL GATEADO,ESC FLORENCIO SANCHEZ - RUTA 111 KM 12,1,2567,2567,128,
14,RIO PRIMERO,215,PLAZA DE MERCEDES,ESC.PROV.M.BELGRANO - CHACON DE CUESTAS,1,6424,6424,126,
13,RIO CUARTO,190,SAN AMBROSIO,ESC.SAN JUAN BOSCO - PUBLICA,1,6323,6323,125,
8,JUAREZ CELMAN,116A,PASO DEL DURAZNO,ESC.PROV.MARTIN DE ALVA - PASO DEL DURAZNO,1,4885,4885,122,
14,RIO PRIMERO,201,COLONIA LAS CUATRO ESQUINAS,ESC JOSE MARIA PAZ - LAS CUATRO ESQUINAS,1,6351,6351,122,
1,CAPITAL,7,AEROPUERTO,ESC JORGE NEWBERY (CIRC 7F) - MATIENZO 5895,1,670,670,112,
20,SAN JUSTO,292,ITURRASPE,ESC THOMAS ALVA EDISON - ITURRASPE,1,7325,7325,112,
13,RIO CUARTO,187,PUEYRREDON,ESC CAP DE NAV S ALBARRACIN - PUEYRREDON,1,6078,6078,111,
14,RIO PRIMERO,221,EL ALCALDE,ESC PROV R SAENZ PEÑA - EL ALCALDE,1,6472,6472,110,
10,MINAS,138B,RUMIHUASI,ESC.PROV.FRAY M.ESQUIU - PUBLICA,1,5176,5176,103,
2,CALAMUCHITA,16A,VILLA LA MERCED,ESCUELA N° 404 - VILLA LA MERCED,1,3259,3259,101,
17,ROQUE SAENZ PEÑA,254,RIO BAMBA,ESC RAUL SOULE(EX NAC N°241) - RIO BAMBA,1,6869,6869,101,
2,CALAMUCHITA,16C,VILLA BERNA,ESC. JOAQUIN V. GONZALEZ - PUBLICA,1,3261,3261,99,
8,JUAREZ CELMAN,103,ASSUNTA,ESC.PROV.D.F.SARMIENTO - PUBLICA S/N,1,4762,4762,94,
4,CRUZ DEL EJE,47,IGLESIA VIEJA,ESC PROV JOSE MARIA PAZ - PUBLICA S/N,1,4167,4167,92,
14,RIO PRIMERO,210,BLAS DE ROSALES,ESC DOMINGO F SARMIENTO - BLAS DE ROSALES,1,6378,6378,92,
25,TULUMBA,370,SANTA CRUZ,ESC PROV CORNELIO SAAVEDRA - PUBLICA S/N,1,8359,8359,92,
4,CRUZ DEL EJE,49,LOS SAUCES,ESC.PROV.M.MORENO - LOS SAUCES,1,4170,4170,91,
10,MINAS,140A,OJO DE AGUA DE TOTOX,ESC MARTIN MIGUEL DE GUEMES - OJO DE AGUA DE TOTOX,1,5184,5184,91,
11,POCHO,144A,LAS JARILLAS,ESC.PROV.L.LUGONES - PUBLICA,1,5198,5198,91,
7,ISCHILIN,101,TOYOS,ESC PROV JOAQUIN V GONZALEZ - PUBLICA S/N,1,4746,4746,88,
14,RIO PRIMERO,217,QUEBRACHO,ESC.PROV.1ER.GOBIERNO PATRIO - QUEBRACHO,1,6427,6427,85,
15,RIO SECO,225A,LA CAÑADA,ESC PROV GENERAL PAZ - PUBLICA S/N,1,6483,6483,85,
8,JUAREZ CELMAN,110A,PACHECO DE MELO,ESC.PROV.M.BELGRANO - 12 DE OCTUBRE,1,4837,4837,84,
10,MINAS,139A,AGUA DE RAMON,ESC.PROV.R.VERA PEÑALOZA - AGUA DE RAMON,1,5181,5181,84,
13,RIO CUARTO,175,LA GILDA,ESC PROV JOSE DE SAN MARTIN - PUBLICA S/N,1,5905,5905,80,
4,CRUZ DEL EJE,54A,CANTERAS QUILPO,ESC.PROV.M. BELGRANO - CANTERAS QUILPO,1,4193,4193,78,
18,SAN ALBERTO,265B,LA CORTADERA,ESC PROV MARIO REMORINO - PUBLICA S/N,1,6987,6987,78,
20,SAN JUSTO,291A,COLONIA ANITA,ESC PROV RAMON J CARCANO - PUBLICA S/N,1,7324,7324,78,
4,CRUZ DEL EJE,51A,SANTA ANA,ESC.PROV.J.M.PAZ - SANTA ANA,1,4180,4180,75,
8,JUAREZ CELMAN,110,EL RASTREADOR,ESC CARLOS MARIA DE ALVEAR - PUBLICA S/N,1,4836,4836,74,
13,RIO CUARTO,176,LA INVERNADA,ESC R ESCALADA DE SAN MARTIN - LA INVERNDA,1,5906,5906,74,
2,CALAMUCHITA,18C,VILLA CAÑADA DEL SAUCE,ESC.PROV. A.ALSINA - FRANCISCO CESAR,1,3291,3291,72,
13,RIO CUARTO,178,LAS CAÑITAS,ESC.PROV.J.DE SAN MARTIN - LAS CAÑITAS,1,5915,5915,71,
11,POCHO,144B,EL MEDANITO,ESC R ESCALADA DE SAN MARTIN - EL MEDANITO,1,5199,5199,68,
7,ISCHILIN,97,ISCHILIN,ESCUELA FERNANDO FADER - PUBLICA S/N,1,4727,4727,65,
24,TOTORAL,353,MACHA,ESC CEFERINO NAMUNCURA - MACHA,1,8284,8284,65,
5,GENERAL ROCA,67,ONAGOITY,ESC.PROV. V. MERCANTE - PUBLICA,1,4292,4292,64,
6,GRAL SAN MARTIN,81,MOJARRAS,ESC.PROV. ISLAS MALVINAS - RUTA PROV N 158,1,4366,4366,61,
10,MINAS,141,PIEDRITA BLANCA,ESC PRIMARIA JORGE LUIS BORGES - PIEDRITA BLANCA,1,5185,5185,60,
3,COLON,39,SANTA TERESA,ESC.PROV. FRAY M.ESQUIU - PUBLICA,1,3861,3861,59,
7,ISCHILIN,98,JAIME PETER,ESCUELA FRAY GUILLERMO BUTLER - PUBLICA S/N,1,4728,4728,59,
4,CRUZ DEL EJE,53A,LOS LEONES,ESC. R.S. DE CALDELARI - LOS LEONES,1,4183,4183,58,
14,RIO PRIMERO,206,LAS HERAS,ESCUELA N°411 - LA CAÑADA,1,6374,6374,57,
25,TULUMBA,363,ISLA DE SAN ANTONIO,ESC PROV JOSE MARMOL - CAMINO PROVINCIAL S/N,1,8333,8333,49,
18,SAN ALBERTO,261B,VILLA BENEGAS,ESC.PROV.GUIDO SPANO - PUBLICA,1,6911,6911,48,
21,SANTA MARIA,322,COSME,ESC PROV OLEGARIO V ANDRADE - PUBLICA S/N,1,7865,7865,48,
16,RIO SEGUNDO,236A,COLONIA VIDELA,ESC.PROV.D.F.SARMIENTO - PUBLICA,1,6571,6571,47,
5,GENERAL ROCA,69,RANQUELES,ESC.PROV.F.N.LAPRIDA - PUBLICA,1,4294,4294,45,
4,CRUZ DEL EJE,53B,EL ABRA,ESCUELA N°395(MANUEL LUCERO) - EL ABRA,1,4184,4184,43,
15,RIO SECO,224,ENCRUCIJADA,ESC PROV PRIMERA JUNTA - ENCRUCIJADA,1,6479,6479,43,
4,CRUZ DEL EJE,43,CANDELARIA,ESCUELA PROVINCIAL - CANDELARIA,1,4074,4074,40,
14,RIO PRIMERO,216,PUNTA DEL AGUA,ESC.PROV.GRAL SAN MARTIN - PUBLICA,1,6426,6426,37,
18,SAN ALBERTO,260A,EL VOLCAN,ESC PROV JUAN P PRINGLES - PUBLICA S/N,1,6888,6888,37,
6,GRAL SAN MARTIN,84,SANABRIA,ESC PROV JOSE DE SAN MARTIN - PUBLICA S/N,1,4373,4373,34,
19,SAN JAVIER,269B,EL MANANTIAL,ESC PROV JUAN JOSE PASO - RUTA NACIONAL 148 S/N,1,7092,7092,34,
25,TULUMBA,362,EL BAÑADO,ESC PROV 25 DE MAYO - EL BAÑADO,1,8332,8332,34,
26,UNION,396A,VILLA LOS PATOS,ESC.PROV.M.SASTRE - PUBLICA,1,8628,8628,34,
9,MARCOS JUAREZ,131A,VILLA ELISA,ESCUELA VICTORIA OCAMPO - VILLA ELISA,1,5065,5065,32,
25,TULUMBA,370A,LA CAÑADA,ESC PROV MANUEL DORREGO - PUBLICA S/N,1,8360,8360,27,
4,CRUZ DEL EJE,53,SAN ANTONIO,ESC.PROV. BME. MITRE - PUBLICA,1,4182,4182,26,
18,SAN ALBERTO,263B,LOS CERROS,ESC PROV CEFERINO NAMUNCURA - PUBLICA S/N,1,6947,6947,24,
7,ISCHILIN,91A,CANTERAS,ESC.PROV.J.V.RECLA - CANTERAS,1,4660,4660,23,
10,MINAS,138A,RUMIACO,ESC MIGUEL DE AZCUENAGA - RUMIACO,1,5175,5175,23,
26,UNION,379,CARCANO,ESC.PROV.A.M.ZUMARAN D CARCANO - PUBLICA,1,8504,8504,23,
5,GENERAL ROCA,65,LECUEDER,ESC PROV MANUEL BELGRANO - PUBLICA S/N,1,4286,4286,19,
18,SAN ALBERTO,259,ALTAUTINA,ESC.PROV.M.DE AZCUENAGA - PUBLICA,1,6884,6884,19,
21,SANTA MARIA,320,BUENA VISTA,OLEGARIO V ANDRADE (CIRC 322) - PUBLICA S/N -COSME NORTE,1,7864,7864,19,
20,SAN JUSTO,312,SAUZE,ESC.PROV.J.DE SAN MARTIN - SAUZE,1,7668,7668,17,
25,TULUMBA,365,LAS MASITAS,ESC LUIS E JUNCOS(EX NAC 212) - LAS MASITAS,1,8348,8348,14,
2,CALAMUCHITA,16B,CHAMPAQUI,ESC.PROV. F.AMEGHINO - CHAMPAQUI,1,3260,3260,10,
13,RIO CUARTO,173,LA ARGENTINA,ESC JOSE DE SAN MARTIN - CALLE PUBLICA,1,5901,5901,9,
1,CAPITAL,7C,CNO. A PAJAS BLANCAS,ESC J NEWBERY - MATIENZO 5895,1,757,757,8,
16,RIO SEGUNDO,242A,CAÑADA DE MACHADO SUD,ESC MARIANO MORENO - CAÑADA DE MACHADO SUD,1,6689,6689,8,
26,UNION,397A,CORRAL DEL BAJO,ESCUELA VALENTIN ALSINA - CORRAL DEL BAJO,1,8634,8634,7,
